""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"subm_obs_id"	"uniq_obs_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"LMO2"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LMO2"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"LGALS3BP"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LGALS3BP"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"MX1"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MX1"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"MX2"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MX2"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"LY6E"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LY6E"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"MARCKS"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MARCKS"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"MT1M"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MT1M"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"OAS1"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"OAS1"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"OAS2"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"OAS2"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"PLSCR1"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PLSCR1"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"PSMA4"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PSMA4"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"PSMA6"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PSMA6"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"PSME1"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PSME1"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"PSME2"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PSME2"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"PSMB9"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PSMB9"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"SERPINA1"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SERPINA1"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"PYHIN1"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PYHIN1"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"SERPING1"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SERPING1"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"SP110"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SP110"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"TAP1"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"TAP1"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"TNFSF10"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"TNFSF10"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"TRIM21"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"TRIM21"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"TRIM22"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"TRIM22"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"UBE2D3"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"UBE2D3"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"VRK2"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"VRK2"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
""	"hipc_gene_17651872_12"	"2007.07.27"	"hipc_gene_17651872_12"	"USP18"	""	""	"18"	"40"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"USP18"	"N"	"gene expression"	"up-regulated"	"post-vaccination vs pre-vaccination"	"time of vaccination (first dose)"	"any"	"Days"	"VO:0004808"	""	"vaccinia virus"	""	""	""	""	"17651872"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"2007"	"Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/table/T2/' target='_blank'>table/T2</a>"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	"55"	"55"	"12"	"124"	"17651872_12_124"	"hipc_gene_sig_17651872_12.txt"	"hipc_gene_sig_complete_17651872_12.txt"
